Ime,Znamka,Letnik,Prevoženi kilometri,Tip goriva,Tip menjalnika,Moč motorja,Cena,Prodajalec
Škoda Superb,Škoda,2021,157874,Dizel,Avtomatski,200,,Pravna oseba
Opel Insignia,Opel,2020,87072,Dizel,Ročni,122,,Pravna oseba
Renault Espace,Renault,2023,143162,Dizel,Avtomatski,160,21999,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2023,116143,Dizel,Avtomatski,163,25900,Pravna oseba
KIA Sportage,KIA,2022,94020,Dizel,Ročni,136,,Pravna oseba
Škoda Kodiaq,Škoda,2023,119915,Bencin,Avtomatski,150,26599,Pravna oseba
Hyundai Tucson,Hyundai,2022,130643,Dizel,Avtomatski,136,19999,Pravna oseba
Seat Leon,Seat,2022,51530,Dizel,Ročni,116,19799,Pravna oseba
Mercedes-Benz SL-Razred,Mercedes-Benz,2023,29964,Bencin,Avtomatski,585,,Pravna oseba
Peugeot 508,Peugeot,2021,97718,Dizel,Avtomatski,131,,Pravna oseba
Volkswagen Tiguan,Volkswagen,2022,99800,Dizel,Ročni,150,23799,Pravna oseba
Hyundai i30 Wagon,Hyundai,2021,139126,Dizel,Ročni,116,,Pravna oseba
Suzuki Vitara,Suzuki,2023,70226,Bencin,Ročni,129,,Pravna oseba
Changan CS75 Plus,Changan,,,Bencin,Avtomatski,181,,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2008,154000,Bencin,Ročni,95,2850,Pravna oseba
Peugeot 3008,Peugeot,2021,90679,Dizel,Ročni,131,16699,Pravna oseba
Škoda Superb,Škoda,2022,147140,Dizel,Avtomatski,150,,Pravna oseba
Suzuki Vitara,Suzuki,2023,51190,Bencin,Ročni,129,17399,Pravna oseba
Škoda Octavia,Škoda,2020,146913,Dizel,Avtomatski,150,14599,Pravna oseba
Volkswagen Arteon,Volkswagen,2022,127100,Dizel,Avtomatski,150,28499,Pravna oseba
Renault Espace,Renault,2019,133145,Dizel,Avtomatski,160,17999,Pravna oseba
Škoda Karoq,Škoda,2024,90900,Bencin,Avtomatski,150,23499,Pravna oseba
Volvo XC90,Volvo,2022,93905,Dizel,Avtomatski,235,38990,Pravna oseba
Peugeot 3008,Peugeot,2021,88004,Dizel,Avtomatski,131,18899,Pravna oseba
Peugeot 5008,Peugeot,2022,159000,Dizel,Avtomatski,177,22490,Pravna oseba
Changan CS55 Plus,Changan,,,Bencin,Avtomatski,181,,Pravna oseba
Škoda Kodiaq,Škoda,2022,113700,Dizel,Avtomatski,200,28899,Pravna oseba
Volvo V60,Volvo,2019,137375,Dizel,Ročni,150,16399,Pravna oseba
Volkswagen Passat,Volkswagen,2021,159999,Dizel,Avtomatski,150,17399,Pravna oseba
Mercedes-Benz S-Razred,Mercedes-Benz,,,Dizel,Avtomatski,313,201499,Pravna oseba
Changan CS55 Plus,Changan,,,Bencin,Avtomatski,181,,Pravna oseba
Suzuki Vitara,Suzuki,2022,85058,Bencin,Avtomatski,116,,Pravna oseba
Volkswagen Passat,Volkswagen,2008,231560,Dizel,Ročni,140,,Pravna oseba
Changan Deepal S05,Changan,2026,12000,,Avtomatski,272,43990,Pravna oseba
Mazda CX-30,Mazda,2022,70285,Bencin,Avtomatski,122,20399,Pravna oseba
BMW Serija 4,BMW,2022,59876,Bencin,Avtomatski,184,35999,Pravna oseba
Hyundai Tucson,Hyundai,2022,112886,Dizel,Avtomatski,136,20799,Pravna oseba
Mercedes-Benz S-Razred,Mercedes-Benz,,,Dizel,Avtomatski,313,199000,Pravna oseba
Seat Leon,Seat,2020,45807,Bencin,Ročni,110,15000,Pravna oseba
BMW X6,BMW,2022,95890,Dizel,Avtomatski,340,,Pravna oseba
BMW Serija 7,BMW,2024,46011,Dizel,Avtomatski,299,,Pravna oseba
BMW M3,BMW,2024,4127,Bencin,Avtomatski,551,173600,Pravna oseba
Mercedes-Benz SL-Razred,Mercedes-Benz,1984,118779,Bencin,Avtomatski,185,19999,Pravna oseba
Mercedes-Benz G-Razred,Mercedes-Benz,,,Bencin,Avtomatski,585,304990,Pravna oseba
Porsche 911,Porsche,2021,29478,Bencin,Avtomatski,385,,Pravna oseba
Opel Zafira,Opel,,,Dizel,Avtomatski,179,34159,Pravna oseba
Opel Mokka,Opel,,,Bencin,Avtomatski,131,23999,Pravna oseba
Nissan X-Trail,Nissan,2020,149000,Dizel,Avtomatski,150,16999,Pravna oseba
Citroën C4,Citroën,2016,121000,Bencin,Ročni,131,4999,Pravna oseba
Opel Astra,Opel,2012,172915,Dizel,Ročni,110,2999,Pravna oseba
Tesla Model Y,Tesla,2024,28335,,Avtomatski,351,39999,Pravna oseba
Opel Corsa,Opel,2009,206000,Bencin,Ročni,80,499,Pravna oseba
Opel Crossland,Opel,2023,44902,Bencin,Ročni,110,11499,Pravna oseba
Opel Frontera,Opel,,,,Avtomatski,113,29499,Pravna oseba
Dacia Sandero,Dacia,2020,101268,Bencin,Ročni,73,6599,Pravna oseba
BMW serija 2 Gran Coupe:,BMW,2022,98059,Bencin,Ročni,136,18999,Pravna oseba
Citroën C3,Citroën,2022,45936,Bencin,Ročni,83,9499,Pravna oseba
Peugeot 2008,Peugeot,2022,48293,Bencin,Ročni,101,12999,Pravna oseba
Peugeot 3008,Peugeot,2022,87803,Dizel,Avtomatski,131,16999,Pravna oseba
Volkswagen Golf,Volkswagen,2022,127000,Dizel,Avtomatski,116,14999,Pravna oseba
Nissan Juke,Nissan,2022,79511,Bencin,Ročni,114,13999,Pravna oseba
Opel Grandland X,Opel,2020,119854,Bencin,Ročni,131,10999,Pravna oseba
Opel Meriva,Opel,2010,159591,Bencin,Ročni,120,3499,Pravna oseba
Opel Astra,Opel,2015,287504,Dizel,Ročni,136,2999,Pravna oseba
Opel Corsa,Opel,2018,58998,Bencin,Ročni,150,9499,Pravna oseba
KIA Sportage,KIA,2021,39375,Dizel,Ročni,136,17499,Pravna oseba
Opel Insignia,Opel,2011,362000,Dizel,Ročni,160,1499,Pravna oseba
Opel Zafira,Opel,2015,81368,Dizel,Ročni,131,9999,Pravna oseba
Opel Meriva,Opel,2005,177579,Bencin,Ročni,90,359,Pravna oseba
Opel Astra,Opel,2017,105000,Bencin,Ročni,150,9999,Pravna oseba
Opel Zafira,Opel,,,Dizel,Avtomatski,179,35999,Pravna oseba
Citroën Berlingo,Citroën,2017,168000,Dizel,Ročni,99,8999,Pravna oseba
Volkswagen Passat,Volkswagen,2022,175958,Dizel,Avtomatski,122,15999,Pravna oseba
Opel Astra,Opel,2017,215000,Dizel,Ročni,110,5899,Pravna oseba
Ford Mondeo,Ford,2010,316000,Dizel,Ročni,163,1759,Pravna oseba
Renault Clio,Renault,2019,73179,Bencin,Ročni,76,7990,Pravna oseba
Nissan Qashqai,Nissan,2019,65000,Bencin,Ročni,140,14999,Pravna oseba
Opel Corsa,Opel,2013,96000,Bencin,Ročni,101,3999,Pravna oseba
Opel Crossland,Opel,2024,16000,Bencin,Ročni,110,14799,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2016,257000,Dizel,Ročni,136,9999,Pravna oseba
Opel Crossland,Opel,2023,15000,Bencin,Ročni,110,12599,Pravna oseba
BMW Serija 2,BMW,2018,232000,Dizel,Ročni,150,7499,Pravna oseba
Opel Corsa,Opel,,,Bencin,Ročni,101,Cena po dogovoru,Pravna oseba
Opel Astra,Opel,2016,35285,Bencin,Ročni,150,12999,Pravna oseba
BMW X2,BMW,2018,192000,Dizel,Avtomatski,190,15999,Pravna oseba
Opel Corsa,Opel,,,Bencin,Ročni,101,15979,Pravna oseba
Opel Corsa,Opel,2016,191025,Dizel,Ročni,75,4799,Pravna oseba
Opel Crossland,Opel,2023,26500,Bencin,Ročni,110,13499,Pravna oseba
Citroën Berlingo,Citroën,2017,189553,Dizel,Avtomatski,99,9999,Pravna oseba
Opel Corsa,Opel,2008,183000,Bencin,Ročni,90,799,Pravna oseba
KIA Ceed,KIA,2010,388000,Dizel,Ročni,116,699,Pravna oseba
Opel Insignia,Opel,2015,48000,Dizel,Avtomatski,163,14999,Pravna oseba
Opel Insignia,Opel,2015,58000,Dizel,Avtomatski,163,13999,Pravna oseba
Opel Insignia,Opel,2015,24000,Dizel,Ročni,140,11999,Pravna oseba
Mercedes-Benz ML-Razred,Mercedes-Benz,2013,320000,Dizel,Avtomatski,258,14999,Pravna oseba
Opel Crossland,Opel,2023,15777,Bencin,Ročni,110,12999,Pravna oseba
Opel Cascada,Opel,2014,99000,Bencin,Ročni,140,10999,Pravna oseba
Volkswagen Passat,Volkswagen,2009,303707,Dizel,Ročni,140,3990,Pravna oseba
Opel Antara,Opel,2009,181000,Dizel,Ročni,150,3599,Pravna oseba
Peugeot 2008,Peugeot,2016,41000,Bencin,Ročni,82,4599,Pravna oseba
Volkswagen Passat,Volkswagen,2023,164000,Dizel,Avtomatski,150,16999,Pravna oseba
Opel Crossland,Opel,2019,59000,Bencin,Avtomatski,110,10999,Pravna oseba
Opel Crossland,Opel,2023,17800,Bencin,Ročni,110,15999,Pravna oseba
Mercedes-Benz CLK-Razred,Mercedes-Benz,2009,398000,Dizel,Avtomatski,150,4999,Pravna oseba
Opel Zafira,Opel,,,Dizel,Avtomatski,179,35999,Pravna oseba
Opel Astra,Opel,2023,86813,Bencin,Ročni,110,14999,Pravna oseba
Opel Grandland,Opel,,,Bencin,Avtomatski,136,30999,Pravna oseba
Opel Mokka,Opel,,,Bencin,Avtomatski,131,24599,Pravna oseba
Citroën C4,Citroën,2022,62000,,Avtomatski,136,15999,Pravna oseba
BMW X4,BMW,2018,139000,Dizel,Avtomatski,190,22999,Pravna oseba
Opel Astra,Opel,,,Bencin,Avtomatski,136,29999,Pravna oseba
Opel Mokka,Opel,,,Bencin,Avtomatski,131,23999,Pravna oseba
Opel Astra,Opel,2018,77543,Bencin,Ročni,125,8999,Pravna oseba
Opel Grandland,Opel,2022,58030,Bencin,Ročni,131,16799,Pravna oseba
Volkswagen Eos,Volkswagen,2007,181000,Bencin,Ročni,116,1199,Pravna oseba
Jaguar F-PACE,Jaguar,2018,177000,Dizel,Ročni,163,14999,Pravna oseba
Opel Mokka,Opel,,,Bencin,Ročni,136,19999,Pravna oseba
Opel Mokka,Opel,2017,268000,Bencin,Ročni,140,6999,Pravna oseba
Škoda Superb,Škoda,2023,108000,Dizel,Avtomatski,150,20999,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2003,495000,Dizel,Avtomatski,122,1499,Pravna oseba
BMW Serija 1,BMW,2022,108105,Dizel,Ročni,116,15999,Pravna oseba
Audi Q5,Audi,2020,116000,Dizel,Avtomatski,190,29999,Pravna oseba
Citroën C3,Citroën,2021,99900,Bencin,Ročni,83,7999,Pravna oseba
Opel Combo,Opel,,,Dizel,Ročni,102,24399,Pravna oseba
Opel Astra,Opel,2019,116000,Dizel,Ročni,110,11499,Pravna oseba
Ford Mondeo,Ford,2016,299000,Dizel,Avtomatski,150,5999,Pravna oseba
Tesla Model 3,Tesla,2023,80500,,Avtomatski,283,37999,Pravna oseba
BMW X1,BMW,2013,262000,Dizel,Ročni,143,8399,Pravna oseba
Opel Insignia,Opel,2016,118000,Dizel,Ročni,136,8999,Pravna oseba
Opel Mokka,Opel,2017,115848,Bencin,Ročni,140,11999,Pravna oseba
Opel Mokka,Opel,2019,124101,Dizel,Avtomatski,136,12799,Pravna oseba
Opel Crossland,Opel,2023,11235,Bencin,Ročni,110,13999,Pravna oseba
Opel Corsa,Opel,2023,52194,Bencin,Ročni,101,12499,Pravna oseba
Opel Corsa,Opel,2022,25710,Bencin,Ročni,75,12499,Pravna oseba
Opel Astra,Opel,2019,185000,Dizel,Ročni,136,9999,Pravna oseba
Opel Astra,Opel,2019,151000,Dizel,Ročni,110,9999,Pravna oseba
Opel Crossland,Opel,2023,19711,Bencin,Ročni,110,13999,Pravna oseba
Opel Mokka,Opel,2013,303000,Dizel,Ročni,131,4399,Pravna oseba
Volkswagen Tiguan,Volkswagen,2010,195460,Dizel,Ročni,140,8950,Pravna oseba
Opel Mokka,Opel,2023,42000,Bencin,Avtomatski,131,17999,Pravna oseba
Opel Zafira,Opel,2015,65000,Dizel,Avtomatski,131,12999,Pravna oseba
Lexus UX,Lexus,2019,68299,Hibrid,Avtomatski,184,22999,Pravna oseba
Opel Crossland,Opel,2023,35062,Bencin,Ročni,110,14999,Pravna oseba
Opel Grandland,Opel,,,Bencin,Avtomatski,145,32999,Pravna oseba
Land Rover Range Rover Evoque,Land,2018,93000,Dizel,Avtomatski,150,19999,Pravna oseba
Opel Zafira,Opel,2015,33000,Dizel,Ročni,131,14999,Pravna oseba
Opel Zafira,Opel,2015,21000,Dizel,Avtomatski,131,15999,Pravna oseba
Tesla Model 3,Tesla,2023,59000,,Avtomatski,464,39999,Pravna oseba
Tesla Model Y,Tesla,,,,Avtomatski,514,57999,Pravna oseba
Ford Transit Custom,Ford,,28967,Dizel,Ročni,150,36990,Pravna oseba
Land Rover Discovery,Land,2019,70140,Dizel,Avtomatski,306,35550,Pravna oseba
BMW serija 5:,BMW,2010,226233,Dizel,Ročni,184,7999,Pravna oseba
Renault Talisman,Renault,2018,199600,Dizel,Avtomatski,131,9990,Pravna oseba
Volkswagen T-Roc,Volkswagen,2019,109975,Bencin,Ročni,116,13990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2019,91000,Dizel,Avtomatski,245,,Pravna oseba
Mazda Mazda6,Mazda,2023,91000,Bencin,Avtomatski,165,,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2025,15800,Dizel,Avtomatski,197,,Pravna oseba
Land Rover Range Rover Sport,Land,2024,82275,Dizel,Avtomatski,300,74880,Pravna oseba
KIA Stonic,KIA,2023,105000,Bencin,Ročni,101,,Pravna oseba
Suzuki Vitara,Suzuki,2017,182000,Bencin,Ročni,120,,Pravna oseba
BMW serija X6:,BMW,2016,220900,Dizel,Avtomatski,258,27999,Pravna oseba
Citroën C5 Aircross,Citroën,2021,85000,Bencin,Ročni,131,12980,Pravna oseba
Hyundai S-Coupé,Hyundai,1993,109800,Bencin,Ročni,116,3750,Fizična oseba
Volkswagen Tiguan,Volkswagen,2025,19351,Bencin,Avtomatski,131,29780,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2026,6,Dizel,Avtomatski,163,59988,Pravna oseba
Peugeot 5008,Peugeot,2021,117897,Bencin,Ročni,131,,Pravna oseba
Peugeot 3008,Peugeot,2025,10683,Bencin,Avtomatski,136,27488,Pravna oseba
Peugeot 3008,Peugeot,2024,28032,Bencin,Avtomatski,145,26488,Pravna oseba
Peugeot 308,Peugeot,2022,157727,Dizel,Avtomatski,131,13988,Pravna oseba
Peugeot 308,Peugeot,2026,706,Dizel,Avtomatski,131,24988,Pravna oseba
Peugeot 2008,Peugeot,2026,2457,Bencin,Ročni,101,18488,Pravna oseba
Peugeot 2008,Peugeot,2026,1216,Bencin,Ročni,101,18488,Pravna oseba
Nissan Qashqai,Nissan,2022,62135,Bencin,Ročni,140,16988,Pravna oseba
Fiat Ulysse,Fiat,2025,19111,Dizel,Avtomatski,179,45488,Pravna oseba
Jeep Renegade,Jeep,2026,12115,Bencin,Avtomatski,131,25488,Pravna oseba
Jeep Gladiator,Jeep,2025,17912,Dizel,Avtomatski,264,56488,Pravna oseba
Jeep Wrangler,Jeep,2025,14545,Bencin,Avtomatski,272,58488,Pravna oseba
Jeep Renegade,Jeep,2026,15481,Bencin,Avtomatski,131,23488,Pravna oseba
Jeep Compass,Jeep,2026,12138,Bencin,Avtomatski,144,32488,Pravna oseba
Jeep Compass,Jeep,2026,3431,Bencin,Avtomatski,131,26488,Pravna oseba
Jeep Avenger,Jeep,2025,12354,Bencin,Avtomatski,110,19988,Pravna oseba
Fiat Grande Panda,Fiat,2026,1025,Bencin,Avtomatski,110,18488,Pravna oseba
Fiat Grande Panda,Fiat,2026,2166,Bencin,Avtomatski,110,18488,Pravna oseba
Ford C-MAX,Ford,2018,125964,Bencin,Ročni,125,,Pravna oseba
Mercedes-Benz GLE coupe,Mercedes-Benz,2022,58000,Dizel,Avtomatski,330,74990,Pravna oseba
KIA Sportage,KIA,2022,132000,Dizel,Avtomatski,136,22890,Pravna oseba
BMW serija 4 Gran Coupe:,BMW,2022,83000,Dizel,Avtomatski,190,39890,Pravna oseba
Audi A6 Avant,Audi,2019,177950,Dizel,Avtomatski,286,21995,Pravna oseba
Volkswagen Passat Variant,Volkswagen,2016,230000,Dizel,Avtomatski,190,11490,Pravna oseba
KIA Sportage,KIA,2020,117980,Bencin,Ročni,132,13490,Pravna oseba
KIA Ceed SW,KIA,2025,5720,Bencin,Ročni,140,22444,Pravna oseba
KIA Sportage,KIA,2023,106231,Hibrid,Avtomatski,230,24487,Pravna oseba
KIA XCeed,KIA,2024,20351,Bencin,Avtomatski,140,22447,Pravna oseba
Dacia Logan,Dacia,2019,44696,Bencin,Ročni,90,7500,Pravna oseba
Audi Q5,Audi,2014,242000,Dizel,Ročni,150,11850,Pravna oseba
Audi Q5,Audi,2016,168000,Dizel,Avtomatski,190,16950,Pravna oseba
Audi Q5,Audi,2015,219000,Dizel,Avtomatski,190,15850,Pravna oseba
Audi Q3,Audi,2015,203000,Dizel,Avtomatski,150,11950,Pravna oseba
KIA Niro,KIA,,,,Avtomatski,204,32499,Pravna oseba
BMW serija 5:,BMW,2018,192857,Dizel,Avtomatski,190,25490,Pravna oseba
KIA Ceed,KIA,2017,187595,Bencin,Ročni,101,5890,Pravna oseba
BMW serija 3:,BMW,2019,149850,Dizel,Avtomatski,190,21990,Pravna oseba
BMW serija 3 Touring:,BMW,2017,243260,Dizel,Avtomatski,150,10490,Pravna oseba
Citroën C-Crosser,Citroën,2009,225723,Bencin,Avtomatski,170,3490,Pravna oseba
Renault Clio,Renault,2024,79420,Bencin,Ročni,91,13300,Pravna oseba
Renault Clio,Renault,2023,163150,Hibrid,Avtomatski,143,13990,Pravna oseba
BMW serija 3 Gran Turismo:,BMW,2014,348592,Dizel,Avtomatski,184,10490,Pravna oseba
Volkswagen Golf,Volkswagen,2020,236283,Dizel,Avtomatski,150,15490,Pravna oseba
Volvo XC60,Volvo,2021,77323,Dizel,Avtomatski,197,32621,Pravna oseba
BMW i4,BMW,2025,3421,,Avtomatski,340,45990,Pravna oseba
Volkswagen Transporter,Volkswagen,2014,320000,Dizel,Ročni,102,10990,Pravna oseba
Opel Mokka,Opel,2022,51330,Bencin,Ročni,131,,Pravna oseba
BMW serija 5:,BMW,2014,293000,Dizel,Avtomatski,218,12490,Pravna oseba
Volvo V90,Volvo,2016,275800,Dizel,Avtomatski,190,10990,Pravna oseba
Volvo XC90,Volvo,2017,319491,Dizel,Avtomatski,235,14990,Pravna oseba
Porsche Panamera,Porsche,2018,86500,Bencin,Avtomatski,549,78800,Pravna oseba
BMW serija 3 Touring:,BMW,2019,149900,Dizel,Avtomatski,150,14490,Pravna oseba
Citroën C3,Citroën,2023,47755,Bencin,Ročni,110,11200,Pravna oseba
KIA Sportage,KIA,2022,1,Bencin,Ročni,150,Cena po dogovoru,Pravna oseba
Mercedes-Benz B-Razred,Mercedes-Benz,2017,179800,Dizel,Ročni,109,10899,Pravna oseba
Citroën C3,Citroën,2022,79374,Bencin,Ročni,83,8600,Pravna oseba
BMW X4,BMW,2016,197000,Dizel,Avtomatski,190,18990,Pravna oseba
Volkswagen Golf,Volkswagen,2013,164764,Bencin,Ročni,122,,Pravna oseba
Volkswagen Passat,Volkswagen,2021,82620,Dizel,Avtomatski,150,19990,Pravna oseba
BMW serija 4 Gran Coupe:,BMW,2019,171000,Dizel,Ročni,136,14987,Pravna oseba
BMW Serija 3,BMW,2025,22790,Dizel,Avtomatski,286,51990,Pravna oseba
Opel Zafira,Opel,2011,228541,Dizel,Ročni,131,4490,Pravna oseba
Škoda Kodiaq,Škoda,2021,152271,Dizel,Avtomatski,150,21400,Pravna oseba
BMW Serija 1,BMW,2025,60890,Bencin,Avtomatski,156,33890,Pravna oseba
Volvo XC90,Volvo,2026,5000,Hibrid,Avtomatski,455,79999,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2022,155000,Dizel,Avtomatski,200,23999,Pravna oseba
Audi A3,Audi,2022,115800,Dizel,Avtomatski,150,24990,Pravna oseba
Audi RS4 Avant,Audi,2018,165000,Bencin,Avtomatski,450,44990,Pravna oseba
BMW X6,BMW,2025,33000,Dizel,Avtomatski,352,89990,Pravna oseba
Audi Q8,Audi,2019,165000,Dizel,Avtomatski,286,51990,Pravna oseba
BMW Serija 3,BMW,2019,123370,Bencin,Avtomatski,258,32490,Pravna oseba
BMW Serija 3,BMW,2023,120000,Dizel,Avtomatski,340,49990,Pravna oseba
BMW Serija 3,BMW,2018,175000,Dizel,Avtomatski,190,14990,Pravna oseba
BMW M3,BMW,2023,64000,Bencin,Avtomatski,510,72950,Pravna oseba
Mercedes-Benz GLS-Razred,Mercedes-Benz,2025,11000,Dizel,Avtomatski,367,124990,Pravna oseba
Porsche 718,Porsche,2018,95000,Bencin,Avtomatski,299,55990,Pravna oseba
BMW Serija 3,BMW,2020,71000,Dizel,Avtomatski,150,24990,Pravna oseba
BMW X5,BMW,2021,59000,Dizel,Avtomatski,286,56990,Pravna oseba
BMW M4,BMW,2015,119000,Bencin,Avtomatski,431,36990,Pravna oseba
Škoda Kodiaq,Škoda,2023,165000,Dizel,Avtomatski,200,29990,Pravna oseba
BMW Serija 5,BMW,2024,22000,Dizel,Avtomatski,197,55990,Pravna oseba
Audi A4,Audi,2020,156000,Dizel,Avtomatski,163,15990,Pravna oseba
Volkswagen Golf,Volkswagen,2021,182000,Bencin,Avtomatski,245,22990,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2018,92000,Bencin,Avtomatski,612,55990,Pravna oseba
Porsche Panamera,Porsche,2017,122000,Bencin,Avtomatski,549,67990,Pravna oseba
BMW M4,BMW,2016,109000,Bencin,Avtomatski,431,44990,Pravna oseba
BMW Serija 1,BMW,2018,169700,Dizel,Avtomatski,150,12990,Pravna oseba
Škoda Octavia,Škoda,2017,199999,Dizel,Avtomatski,150,11990,Pravna oseba
Volkswagen Golf,Volkswagen,2017,199999,Dizel,Avtomatski,150,14990,Pravna oseba
BMW X5,BMW,2015,216000,Dizel,Avtomatski,258,22990,Pravna oseba
Mercedes-Benz CLE,Mercedes-Benz,2024,22000,Dizel,Avtomatski,197,54990,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2023,147000,Dizel,Avtomatski,116,22990,Pravna oseba
BMW Serija 6,BMW,2017,117000,Bencin,Avtomatski,320,29990,Pravna oseba
Lamborghini Urus,Lamborghini,2022,60000,Bencin,Avtomatski,650,259990,Pravna oseba
BMW serija 4 Cabrio:,BMW,2018,175000,Dizel,Avtomatski,258,25890,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,2016,317000,Dizel,Avtomatski,190,23990,Pravna oseba
Volkswagen Touareg,Volkswagen,2024,175000,Dizel,Avtomatski,286,46990,Pravna oseba
Audi RS7,Audi,2020,45000,Bencin,Avtomatski,600,99880,Pravna oseba
Volkswagen Golf,Volkswagen,2015,179000,Bencin,Avtomatski,300,17990,Pravna oseba
BMW Serija 7,BMW,2025,14000,Dizel,Avtomatski,286,117990,Pravna oseba
BMW X5,BMW,2021,123000,Bencin,Avtomatski,625,67990,Pravna oseba
BMW M5,BMW,2021,84000,Bencin,Avtomatski,600,74990,Pravna oseba
Audi A6,Audi,2017,230000,Dizel,Avtomatski,218,14990,Pravna oseba
Audi Q8,Audi,2019,133000,Dizel,Avtomatski,286,47990,Pravna oseba
Volkswagen Golf,Volkswagen,2021,141500,Bencin,Avtomatski,245,23990,Pravna oseba
Porsche Cayenne,Porsche,2018,108500,Bencin,Avtomatski,441,51990,Pravna oseba
BMW Serija 5,BMW,2024,29000,Dizel,Avtomatski,197,52700,Pravna oseba
Mercedes-Benz G-Razred,Mercedes-Benz,2025,50000,Dizel,Avtomatski,367,154990,Pravna oseba
Porsche Cayenne,Porsche,2018,178586,Bencin,Avtomatski,340,44990,Pravna oseba
Mercedes-Benz GLE-Razred,Mercedes-Benz,2024,44000,Bencin,Avtomatski,612,134990,Pravna oseba
Škoda Fabia,Škoda,2010,110000,Bencin,Avtomatski,179,7990,Pravna oseba
Audi A4,Audi,2012,256000,Dizel,Ročni,143,7490,Pravna oseba
Škoda Superb,Škoda,2013,318610,Dizel,Avtomatski,140,4999,Pravna oseba
Mercedes-Benz C-Razred,Mercedes-Benz,2018,180111,Dizel,Avtomatski,170,19990,Pravna oseba
Toyota Avensis,Toyota,2008,435750,Dizel,Ročni,150,1250,Pravna oseba
Nissan Qashqai,Nissan,2012,98000,Bencin,Ročni,117,6999,Pravna oseba
MINI Countryman,MINI,2015,180000,Bencin,Ročni,190,13499,Pravna oseba
Škoda Karoq,Škoda,2018,161000,Dizel,Ročni,150,15490,Pravna oseba
Toyota GR Yaris,Toyota,,,Bencin,Ročni,280,48990,Pravna oseba
Land Rover Range Rover Velar,Land,2021,97130,Dizel,Avtomatski,300,39990,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,,,Dizel,Avtomatski,197,,Pravna oseba
Ford C-MAX,Ford,2014,232778,Dizel,Ročni,116,4990,Pravna oseba
Volkswagen Passat,Volkswagen,2016,354231,Dizel,Avtomatski,150,9490,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2021,82000,Bencin,Ročni,109,17675,Pravna oseba
Audi A6 Avant,Audi,2016,263000,Dizel,Avtomatski,150,11850,Pravna oseba
Audi A5 Sportback,Audi,2019,230000,Dizel,Avtomatski,190,19850,Pravna oseba
Volkswagen Golf,Volkswagen,2018,131411,Bencin,Ročni,230,17350,Pravna oseba
Audi A4 Avant,Audi,2017,217000,Dizel,Ročni,150,10950,Pravna oseba
Audi A4 Avant,Audi,2016,240000,Dizel,Avtomatski,150,11850,Pravna oseba
Audi A4 Avant,Audi,2021,209000,Dizel,Avtomatski,163,16850,Pravna oseba
Audi A4,Audi,2016,222000,Dizel,Avtomatski,190,14850,Pravna oseba
Citroën C4,Citroën,2017,162000,Dizel,Ročni,150,9950,Pravna oseba
Citroën C4,Citroën,2017,162000,Dizel,Ročni,150,9950,Pravna oseba
Audi A6,Audi,2014,245000,Dizel,Ročni,190,12490,Pravna oseba
Volkswagen Passat,Volkswagen,2011,289000,Dizel,Ročni,140,5990,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,,Pravna oseba
Opel Astra,Opel,2017,116000,Bencin,Ročni,125,7990,Pravna oseba
Geely StarRay,Geely,,,Bencin,Avtomatski,174,26990,Pravna oseba
BMW serija 4 Gran Coupe:,BMW,2023,48200,Dizel,Avtomatski,190,44990,Pravna oseba
Audi S7,Audi,2019,142127,Dizel,Avtomatski,349,49990,Pravna oseba
Škoda Superb,Škoda,2022,99700,Dizel,Avtomatski,150,26990,Pravna oseba
Geely EX5,Geely,,,,Avtomatski,218,42990,Pravna oseba
Geely StarRay EM-i,Geely,,,Hibrid,Avtomatski,99,32990,Pravna oseba
KIA XCeed,KIA,2025,5001,Bencin,Avtomatski,150,23449,Pravna oseba
Volkswagen Passat Variant,Volkswagen,2016,240321,Dizel,Avtomatski,150,9990,Pravna oseba
Audi A4,Audi,2015,200800,Dizel,Avtomatski,150,13800,Pravna oseba
Renault Scénic,Renault,2017,175000,Dizel,Ročni,131,11000,Fizična oseba
BMW serija X3:,BMW,2013,107000,Dizel,Avtomatski,143,11850,Pravna oseba
Mercedes-Benz ML-Razred,Mercedes-Benz,2013,239650,Dizel,Avtomatski,204,14995,Pravna oseba
Mercedes-Benz A-Razred,Mercedes-Benz,2022,159900,Dizel,Avtomatski,190,23499,Pravna oseba
